1	1
1	1
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
3	3
3	3
4	4
4	4
5	5
5	6
5	5
5	6
5	5
5	6
5	5
5	6
5	5
5	6
5	5
5	6
5	5
5	6
5	5
5	6
5	5
5	6
5	5
5	6
6	7
7	8
8	9
8	9
8	9
8	9
8	9
8	9
8	9
8	9
8	9
8	9
8	9
8	9
8	9
8	9
8	9
9	10
9	10
10	8
11	11
11	11
11	11
11	11
11	11
11	11
12	12
12	13
12	12
12	13
12	12
12	13
12	12
12	13
12	12
12	13
12	12
12	13
12	12
12	13
13	11
14	14
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
15	15
16	16
16	16
17	17
17	17
17	17
17	17
17	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
18	17
19	18
19	18
19	18
20	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
21	18
