1	1	1.0	1200528000
2	1	3.0	1219363200
3	2	4.0	1257120000
4	2	2.0	1253145600
5	2	5.0	1245369600
6	2	5.0	1244160000
7	2	2.0	1243468800
8	2	5.0	1242950400
9	2	5.0	1240876800
10	2	5.0	1235433600
11	2	5.0	1234915200
12	2	3.0	1234483200
13	2	4.0	1233792000
14	2	3.0	1232409600
15	2	1.0	1231804800
16	2	4.0	1231200000
17	2	3.0	1226188800
18	2	5.0	1225584000
19	2	5.0	1223942400
20	2	1.0	1217462400
21	2	5.0	1207526400
22	2	3.0	1198800000
23	2	2.0	1174521600
24	2	2.0	1162166400
25	2	3.0	1198886400
26	2	2.0	1256774400
27	2	5.0	1231718400
28	2	3.0	1355616000
29	2	5.0	1291852800
30	2	3.0	1261267200
31	2	5.0	1259020800
32	2	5.0	1258329600
33	2	4.0	1188604800
34	2	5.0	1182816000
35	2	1.0	1176249600
36	2	3.0	1175558400
37	2	5.0	1176422400
38	2	5.0	1229040000
39	3	5.0	1202083200
40	3	3.0	1181001600
41	4	5.0	1187913600
42	4	5.0	1216425600
43	5	4.0	1125360000
44	5	4.0	1139184000
45	5	4.0	1121126400
46	5	5.0	1133481600
47	5	4.0	1115856000
48	5	5.0	1237161600
49	5	5.0	1193270400
50	5	1.0	1119139200
51	5	1.0	1115856000
52	5	1.0	1132617600
53	6	4.0	1265068800
54	7	5.0	1191801600
55	8	5.0	1279584000
56	8	5.0	1279584000
57	8	5.0	1277164800
58	8	4.0	1272067200
59	8	5.0	1255910400
60	8	5.0	1242864000
61	8	5.0	1235433600
62	8	3.0	1281312000
63	8	5.0	1333670400
64	8	4.0	1320624000
65	8	5.0	1304985600
66	8	4.0	1304553600
67	8	5.0	1292371200
68	8	5.0	1287446400
69	8	5.0	1286582400
70	9	5.0	1219968000
71	9	5.0	1189209600
72	10	5.0	1199059200
73	11	5.0	1354924800
74	11	5.0	1322956800
75	11	2.0	1307750400
76	11	4.0	1286323200
77	11	4.0	1286064000
78	11	5.0	1274400000
79	12	4.0	1162425600
80	12	4.0	1242950400
81	12	5.0	1221264000
82	12	5.0	1238025600
83	12	1.0	1301270400
84	12	1.0	1325635200
85	12	5.0	1167868800
86	13	5.0	1221782400
87	14	4.0	1182816000
88	15	1.0	1178064000
89	15	1.0	1357430400
90	15	5.0	1341100800
91	15	1.0	1337472000
92	15	5.0	1333324800
93	15	2.0	1328486400
94	15	1.0	1300752000
95	15	3.0	1283040000
96	15	1.0	1263340800
97	15	1.0	1256774400
98	15	5.0	1241913600
99	15	1.0	1161216000
100	15	2.0	1157068800
101	15	1.0	1173744000
102	15	4.0	1155859200
103	15	1.0	1248480000
104	15	1.0	1273622400
105	15	1.0	1218153600
106	15	1.0	1203552000
107	15	1.0	1315958400
108	15	1.0	1175472000
109	16	5.0	1232496000
110	16	4.0	1265414400
111	17	5.0	1197331200
112	17	5.0	1287014400
113	17	4.0	1278979200
114	17	5.0	1239840000
115	17	4.0	1241568000
116	18	4.0	1200873600
117	18	5.0	1207353600
118	18	5.0	1125446400
119	18	5.0	1203724800
120	18	3.0	1271462400
121	18	4.0	1252627200
122	18	5.0	1242172800
123	18	5.0	1246924800
124	18	5.0	1240790400
125	18	5.0	1277683200
126	18	4.0	1322006400
127	18	5.0	1292198400
128	18	5.0	1275523200
129	18	5.0	1264550400
130	18	5.0	1263427200
131	18	5.0	1253059200
132	18	5.0	1231632000
133	18	5.0	1220918400
134	18	5.0	1216684800
135	18	4.0	1140998400
136	19	5.0	1086134400
137	19	1.0	1122854400
138	19	1.0	1114646400
139	20	1.0	1135209600
140	21	4.0	1280016000
141	21	5.0	1280016000
142	21	5.0	1279929600
143	21	3.0	1279929600
144	21	5.0	1279929600
145	21	4.0	1279929600
146	21	4.0	1279756800
147	21	4.0	1279756800
148	21	5.0	1279670400
149	21	3.0	1278979200
150	21	5.0	1292976000
151	21	5.0	1292976000
152	21	5.0	1292889600
153	21	5.0	1292889600
154	21	5.0	1292889600
155	21	5.0	1292889600
156	21	3.0	1292889600
157	21	1.0	1292889600
158	21	1.0	1292889600
159	21	5.0	1292889600
160	21	5.0	1270512000
161	21	4.0	1270425600
162	21	5.0	1268179200
163	21	3.0	1268006400
164	21	5.0	1267660800
165	21	5.0	1267660800
166	21	3.0	1267574400
167	21	5.0	1266796800
168	21	5.0	1266105600
169	21	5.0	1265846400
170	21	5.0	1289520000
171	21	5.0	1289520000
172	21	5.0	1289520000
173	21	5.0	1289520000
174	21	3.0	1289520000
175	21	5.0	1289433600
176	21	5.0	1289433600
177	21	5.0	1289433600
178	21	5.0	1289433600
179	21	5.0	1289433600
180	21	4.0	1296518400
181	21	5.0	1296518400
182	21	4.0	1296518400
183	21	5.0	1296518400
184	21	5.0	1296432000
185	21	5.0	1296432000
186	21	5.0	1296345600
187	21	2.0	1296259200
188	21	4.0	1296259200
189	21	5.0	1296259200
190	21	3.0	1292457600
191	21	5.0	1292457600
192	21	5.0	1292457600
193	21	5.0	1292457600
194	21	5.0	1292371200
195	21	4.0	1292371200
196	21	5.0	1292284800
197	21	5.0	1292284800
198	21	3.0	1292284800
199	21	5.0	1292284800
200	21	1.0	1355875200
201	21	1.0	1355875200
202	21	5.0	1355875200
203	21	5.0	1355788800
204	21	4.0	1355788800
205	21	5.0	1355702400
206	21	5.0	1355702400
207	21	5.0	1355702400
208	21	3.0	1355702400
209	21	5.0	1355616000
210	21	5.0	1290988800
211	21	5.0	1290988800
211	21	5.0	1290988800
212	21	5.0	1290988800
213	21	1.0	1290988800
214	21	5.0	1290988800
215	21	5.0	1290988800
216	21	3.0	1290988800
217	21	5.0	1290729600
218	21	4.0	1290729600
219	21	5.0	1354838400
220	21	5.0	1354838400
221	21	5.0	1354838400
222	21	5.0	1354838400
223	21	5.0	1354838400
224	21	5.0	1354838400
225	21	5.0	1354838400
226	21	3.0	1354752000
227	21	5.0	1354752000
228	21	2.0	1354665600
229	21	3.0	1253059200
230	21	5.0	1252972800
231	21	4.0	1252800000
232	21	5.0	1252627200
233	21	5.0	1252627200
234	21	4.0	1252540800
235	21	5.0	1252281600
236	21	4.0	1250640000
237	21	4.0	1250553600
238	21	5.0	1250380800
239	21	4.0	1294963200
240	21	4.0	1294963200
241	21	5.0	1294790400
242	21	4.0	1294790400
243	21	5.0	1294704000
244	21	5.0	1294704000
245	21	4.0	1294704000
246	21	2.0	1294617600
247	21	5.0	1294617600
248	21	5.0	1294617600
249	21	1.0	1341273600
250	21	5.0	1341273600
251	21	5.0	1341273600
252	21	5.0	1341273600
253	21	5.0	1341187200
254	21	5.0	1341100800
255	21	2.0	1341014400
